,start,stop,mid,M 1,M 2,M 3,M 4,M 5,M 6,M 7,M 8,M 9,M 10,M 11,M 12,M 13,
148,367501,377501,372501,NA,-0.732644133,NA,1.960841965,0.143875932,NA,NA,-1.120524565,-1.824759158,-1.790725633,NA,NA,NA,
149,370001,380001,375001,-0.612372436,-0.664673717,-0.933020529,1.786505769,0.023069293,0.914660928,0.415655528,-1.042029223,-1.655241287,-1.158463119,-1.467168365,-0.105684809,NA,
150,372501,382501,377501,-0.612372436,-0.475052308,-1.131972245,1.849657483,0.172931274,0.813563602,-0.045690837,-1.304612552,-1.458399863,-0.788144019,-1.99755487,-0.938942564,NA,
151,375001,385001,380001,1.323306683,-0.667883792,0.128407182,1.708378681,-0.026555327,0.577580005,0.034406177,-1.497242049,-1.255069296,-0.100594708,-1.56961796,-0.957643264,NA,
152,377501,387501,382501,1.368618845,-0.345844186,0.630307154,1.69879107,-0.131339745,0.484643407,0.054130695,-1.508098983,-1.293751691,0.353111525,-1.409145047,-0.928255573,NA,
153,380001,390001,385001,1.223867648,-0.291983382,0.861814071,2.003108163,-0.302609821,0.198393908,0.054193711,-1.488294743,-1.229573889,0.375011034,-1.469430933,-0.874921589,NA,
154,382501,392501,387501,0.570824613,-0.322037628,0.936673148,1.890695315,-0.460207623,0.070362136,0.23113575,-1.397028291,-1.174607587,0.528614587,-1.239036795,-0.803354954,NA,
155,385001,395001,390001,NA,-0.200693257,0.861814071,1.859421936,-0.558328442,0.151162929,0.238498794,-1.345974893,-1.236523311,0.532785633,-1.353397121,-0.898016015,NA,
156,387501,397501,392501,-0.359233327,-0.282031538,0.287748207,1.843693914,-0.474126787,0.1762391,0.319987733,-1.389128798,-1.079432294,0.502023342,-1.384467256,-0.969728677,NA,
157,390001,400001,395001,-0.227812407,-0.336191996,0.076705884,1.606202884,-0.283970673,0.378883995,0.29829285,-1.515965371,-1.105930401,0.378831655,-1.274779555,-1.28950707,NA,
158,392501,402501,397501,-0.018828733,-0.13934952,-0.018395529,1.730974209,-0.285682923,0.393344691,0.466445748,-1.633209002,-1.270319223,0.377294782,-1.267497813,-1.418491759,NA,
159,395001,405001,400001,-0.018828733,0.110374127,-0.013052761,1.716780215,-0.258105247,0.313215811,0.717242014,-1.696470188,-1.33399353,0.175412227,-1.380978336,-1.277987491,NA,
160,397501,407501,402501,-0.116744522,0.125293866,-0.39880118,1.812295393,-0.281158562,0.28713681,0.665867793,-1.744961179,-1.465242619,0.286444034,-1.542341065,-1.299113111,NA,
161,400001,410001,405001,-0.227812407,0.027528235,-0.370951694,1.944882508,-0.299621139,0.306117425,0.605284769,-1.684901919,-1.480039419,0.362350965,-1.665626924,-1.281088758,NA,
162,402501,412501,407501,0.040729108,-0.146371705,-0.018395529,1.86857681,-0.301384491,0.314882013,0.422101385,-1.666459985,-1.308163902,0.341475952,-1.62577914,-1.287718814,NA,
163,405001,415001,410001,0.18828733,-1.053615388,-0.090777152,2.026368376,-0.51995888,0.388208179,-0.074933299,-1.651827694,-1.134386182,0.377656863,-1.557637535,-1.472963849,NA,
164,407501,417501,412501,0.184317177,-1.473977782,0.610821004,2.042346505,-0.916043991,0.433358356,-0.493089993,-1.657325846,-1.136007312,0.234894453,-1.444944853,-1.522684443,NA,
165,410001,420001,415001,1.089762668,-1.950363946,0.810855043,2.146616465,-1.120899602,0.518657592,-0.931430257,-1.727625489,-1.302802156,0.210077227,-1.086759059,-1.548884107,NA,
166,412501,422501,417501,-0.068672661,-2.08497189,0.366892506,2.224447783,-1.20600344,0.333761577,-1.083393785,-1.724706904,-1.383995474,0.123194476,-1.321673919,-1.500106344,NA,
167,415001,425001,420001,-0.181140729,-1.643279985,0.485153639,2.190744728,-0.97046911,0.144324818,-0.524896713,-1.642557692,-1.532368937,0.201224685,-0.297377618,-1.49244735,NA,
168,417501,427501,422501,-0.029936111,-0.517734216,0.042849943,1.953021486,-0.716123459,0.082011243,-0.243472534,-1.611891332,-1.574187316,0.060467738,-0.485675201,-1.469128143,NA,
169,420001,430001,425001,-0.029936111,0.218743879,0.042849943,1.91087149,-0.882316377,-0.202803937,-0.074279388,-1.380274817,-1.445343194,0.015749976,-0.333544702,-1.388480052,NA,
170,422501,432501,427501,-0.129702736,0.227400488,-0.012500377,1.782354175,-0.85620281,-0.094427734,-0.617800768,-0.436076594,-1.452888276,0.175267639,-0.096293234,-1.432423801,NA,
171,425001,435001,430001,0.44357554,0.471663371,-0.286578219,1.880388204,-0.979459731,-0.144746714,-1.24385307,-0.329599018,-1.075907165,0.022930574,-0.966799944,-1.424841317,NA,
172,427501,437501,432501,0.467049417,-0.443205327,0.366892506,1.994046397,-0.934931374,-0.243437114,-1.475095119,-0.044146131,-0.810063071,-0.108334699,-1.078237861,-1.421974944,NA,
173,430001,440001,435001,0.467049417,0.29320091,0.084795299,2.039039159,-0.659928919,-0.343439307,-1.454424838,0.280420501,-1.311437241,-0.34908306,-1.22674723,-1.420833409,NA,
174,432501,442501,437501,0.89517805,-0.028414611,-0.350840548,1.566037221,-0.787985014,-0.727777781,-1.07289931,-0.550382359,-1.595458322,-1.113473234,-1.302808302,-1.346883117,NA,
175,435001,445001,440001,0.167655795,0.384058759,-0.185444715,1.480809778,-0.701881555,-0.742040124,-0.151981987,-1.039550303,-1.711636006,-0.449754126,-0.966799944,-1.330219506,NA,
176,437501,447501,442501,0.083378759,0.248870958,-0.064213597,1.50508813,-0.483533808,-0.37392984,-0.016335178,-1.374625301,-1.616478258,0.046845229,-0.918348281,-1.366882022,NA,
177,440001,450001,445001,0.134712498,0.245716774,0.028764527,1.324640758,-0.386483948,-0.375499812,-0.167467721,-1.571794613,-1.53174372,0.238555598,-1.043706026,-1.430816244,NA,
178,442501,452501,447501,0.379003258,0.062553659,-0.029650786,1.590423499,-0.367647848,-0.325520336,-0.10832624,-1.629119956,-1.351505071,0.38553956,-1.010784686,-1.450393163,NA,
179,445001,455001,450001,0.36146128,-0.034193014,0.002007007,1.675905521,-0.319935484,-0.419233291,-0.100007365,-1.567151063,-1.365769144,0.159676245,-0.893367733,-1.470526973,NA,
180,447501,457501,452501,0.445332233,-0.144189555,-0.026502457,1.912241056,-0.712284922,-0.571538086,-0.023584382,-1.330826747,-1.174403097,0.04300854,-0.701368717,-1.501631857,NA,
181,450001,460001,455001,0.555292741,-0.091544395,0.037626725,2.141169884,-0.815169586,-0.534612316,0.38882519,-1.086353509,-1.085544496,0.094755647,-0.402240026,-1.487063346,NA,
182,452501,462501,457501,-0.071191377,0.560303497,-0.065946235,2.252035659,-0.761947718,-0.341371983,0.304509868,-0.657647062,-1.288515341,-0.215240025,0.120543628,-1.513155397,NA,
183,455001,465001,460001,-0.257951019,0.713313125,0.414876355,2.008152547,-0.796497018,-0.246668685,-0.041382922,-0.819002476,-1.339641661,-0.214889127,0.663088214,-1.411438536,NA,
184,457501,467501,462501,-0.310537936,1.501898741,0.447421396,1.747009512,-0.530860385,-0.167268332,-0.181750841,-0.981678983,-1.468237291,-0.238363628,-0.328034662,-1.434480673,NA,
185,460001,470001,465001,-0.276006187,1.349246948,0.517556883,1.532641913,-0.46161403,-0.192634088,-0.106485392,-1.135991085,-1.384230759,-0.26764896,-0.412708653,-1.398289714,NA,
186,462501,472501,467501,NA,0.417557399,0.911597792,1.442256963,-0.451671485,-0.22558038,-0.092294929,-1.298439028,-1.345464462,0.010480233,-1.047700583,-1.395626358,NA,
187,465001,475001,470001,0.299361106,-0.314714877,0.335779292,1.594837983,-0.477232611,-0.209359101,-0.040742362,-1.279500365,-1.28989045,0.166057874,-1.021687713,-1.435419755,NA,
188,467501,477501,472501,0.998943073,-0.842581471,-0.028740816,1.444965326,-0.41416052,-0.331743456,-0.049954431,-0.980947666,-1.169105617,0.236827954,-1.118976829,-1.41125395,NA,
189,470001,480001,475001,1.230583974,-0.603617774,-0.19834858,1.565520791,-0.43209326,-0.170170858,-0.074542488,-0.896300232,-1.142530403,0.416897574,-1.052132912,-1.447688252,NA,
190,472501,482501,477501,1.18177686,-0.254093931,-0.290559801,1.665212165,-0.240111945,0.015481248,0.092337762,-1.061938951,-1.183124113,0.386335918,-1.048170026,-1.413695702,NA,
191,475001,485001,480001,0.998943073,-0.025812429,0.081135334,1.455964616,-0.120585236,-0.00899964,0.108758776,-1.088402157,-1.080690075,0.261019792,-0.988329972,-1.346396212,NA,
192,477501,487501,482501,0.44357554,0.344085087,0.319612971,1.660880395,-0.544004059,0.100589247,0.081427353,-1.361451285,-1.314159424,0.272183974,-0.989243531,-1.177008805,NA,
193,480001,490001,485001,0.362864505,0.434935182,0.093195453,1.589826468,-0.356236936,0.018402611,0.228102585,-1.427445809,-1.390147215,0.326514191,-0.782774366,-1.016291687,NA,
194,482501,492501,487501,0.362864505,0.43816601,0.228910141,1.790321802,-0.451760237,-0.187185647,0.259409925,-1.433286429,-1.280834823,0.093304079,-0.090577792,-1.072903981,NA,
195,485001,495001,490001,0.362864505,0.249950593,-0.356762591,1.95750645,-0.679660861,-0.253661564,0.343662453,-1.525128698,-1.219031814,-0.075467299,0.346332917,-1.096008703,NA,
196,487501,497501,492501,0.190069172,0.25260158,-0.243513093,1.844800825,-0.474364419,-0.369382864,0.625390459,-1.652158325,-1.219956867,-0.014210789,0.157384957,-1.218945848,NA,
197,490001,500001,495001,0.189320611,0.068874032,0.21641882,1.911946235,-0.363234434,-0.384330101,0.524087708,-1.559635295,-1.094742337,-0.15262127,-0.097667249,-1.339475113,NA,
198,492501,502501,497501,-0.070038243,-0.145293218,0.186031462,1.941744206,-0.325418672,-0.35198132,0.40399093,-1.589462069,-1.114010328,-0.033075615,-0.73445916,-1.324476829,NA,
199,495001,505001,500001,0.066711156,-0.312398197,0.584656789,2.023115528,-0.156358813,-0.163915508,0.652502411,-1.539518358,-1.216018373,0.102126337,-1.464199339,-1.28911719,NA,
200,497501,507501,502501,0.085429653,-0.956826217,0.485193957,2.288390277,0.142447482,-0.118606782,0.462958481,-1.531877055,-1.238550545,0.183267824,-1.50306476,-1.284261108,NA,
201,500001,510001,505001,0.022895545,-0.811510558,0.081135334,1.985946871,-0.072035818,0.06815621,0.611423092,-1.520785043,-1.386785314,0.110222898,-1.505405684,-1.354500555,NA,
202,502501,512501,507501,-0.04246249,-0.592863119,-0.081686372,1.63773477,-0.05408971,0.158590304,0.546420269,-1.459170278,-1.3506117,0.041021277,-0.941936422,-1.357852243,NA,
203,505001,515001,510001,-0.071191377,-0.479445109,-0.13547296,1.455178003,0.038890782,0.265147295,0.358726935,-1.255242817,-1.220769489,0.093954325,-1.049443436,-1.390654937,NA,
204,507501,517501,512501,0.040729108,0.068455821,-0.025643326,0.9377199,-0.208033235,0.319918375,0.302024175,-1.093015746,-1.191996357,0.098707399,-1.085303233,-1.364341875,NA,
205,510001,520001,515001,0.318385392,-0.013736188,0.281999533,1.457807529,-0.51806449,-0.029876699,0.09868965,-1.028296148,-1.111653956,0.111512069,-1.130128535,-1.198294251,NA,
206,512501,522501,517501,0.318385392,-0.169333536,0.643102005,1.63269174,-0.54769792,0.010693503,0.149491128,-1.013300173,-1.173795929,0.268503778,-1.825013402,-1.23935483,NA,
207,515001,525001,520001,0.555292741,-0.06854896,0.671436832,1.654748795,-0.652862503,0.021681498,0.07430021,-1.281749616,-1.291655252,0.138835886,-1.752102535,-1.238135085,NA,
208,517501,527501,522501,0.536408399,-0.259274238,0.904484562,1.847693857,-0.681240201,0.015161335,0.10159479,-1.346518993,-1.223557849,-0.057699927,-1.718809115,-1.262865982,NA,
209,520001,530001,525001,0.395403394,-0.022993813,0.904484562,1.704541167,-0.247808134,0.128740111,0.200136985,-1.397678657,-1.261062213,0.022593341,-1.642566949,-1.333574403,NA,
210,522501,532501,527501,0.26164772,-0.001430307,0.287748207,1.638531543,-0.151180198,-0.011618471,0.300430228,-1.404864491,-1.226699763,-0.189028133,-1.444968138,-1.319666926,NA,
211,525001,535001,530001,-0.491512472,0.106670387,0.009114172,1.566839307,0.139538368,-0.088334724,0.243871378,-1.138134496,-1.105898795,0.052446024,-1.398027426,-1.316590931,NA,
212,527501,537501,532501,-0.314458488,0.086278756,0.068715356,1.892060262,0.276686204,-0.03264227,0.285056628,-1.267265065,-1.096658751,0.38704825,-1.361502445,-1.313500665,NA,
213,530001,540001,535001,-0.153597648,0.072633768,0.171807297,1.862223534,0.163431192,0.141719217,0.289233018,-1.210910362,-1.046923903,0.394379814,-1.285051649,-1.160275686,NA,
214,532501,542501,537501,0.179690564,0.0498999,0.529175975,1.957125173,0.248105002,0.264102578,0.292328399,-1.153045545,-0.935375021,0.386469016,-1.002018891,-1.014123559,NA,
215,535001,545001,540001,0.371860474,-0.348518086,0.48016335,2.07986612,-0.01166164,0.172225042,0.72069032,-1.042703969,-0.952593239,0.286746359,-0.785731734,-1.114245183,NA,
216,537501,547501,542501,0.167655795,-0.412123607,0.188976294,1.84602042,-0.030981513,0.049245875,1.112630108,-0.827969191,-1.219674541,0.244949825,-0.49583748,-1.212166401,NA,
217,540001,550001,545001,NA,-0.783433024,-0.185444715,1.783880407,-0.072698849,-0.141535524,1.480404655,-0.62741794,-1.43520691,0.236207696,0.014835564,-1.334122322,NA,
218,542501,552501,547501,0.167655795,-1.128671367,-0.205628599,1.806504214,-0.288436785,-0.154316444,1.528908089,-0.603075341,-1.447632309,0.254916366,-0.032818808,-1.400750112,NA,
219,545001,555001,550001,-0.065010249,-0.802588367,-0.469825147,1.697877946,-0.304799565,-0.283525763,0.824779529,-0.819896395,-1.451331482,0.164910357,0.178508887,-1.419738154,NA,
220,547501,557501,552501,-0.065010249,-0.971689033,-0.469825147,1.656123987,-0.633703807,-0.222160584,-0.038577462,-0.870538062,-1.268708433,0.017348137,0.178508887,-1.423710508,NA,
221,550001,560001,555001,-0.065010249,-0.005207747,-0.154822069,1.641864028,-1.077951609,-0.252369545,-0.576973372,-0.977880406,-1.120623083,-0.163771517,0.178508887,-1.489528403,NA,
222,552501,562501,557501,-0.709896168,0.217001289,0.32921298,1.77701526,-0.847817902,-0.483471939,-0.620266884,-0.625016938,-0.902970636,-0.168384895,-0.237446282,-1.343018185,NA,
223,555001,565001,560001,-0.153597648,-0.404494859,0.410363183,1.738083746,-0.961132574,-0.277540826,-0.581646035,-0.616809366,-0.98899202,-0.011530424,-0.188324807,-1.319605687,NA,
224,557501,567501,562501,-0.153597648,-0.461784532,0.532087791,1.558137665,-0.566655555,-0.262471877,-0.157720163,-0.690913986,-1.070284028,-0.051207015,-0.271732991,-1.285402688,NA,
225,560001,570001,565001,-0.153597648,-0.461784532,0.670681563,1.571105897,-0.273688735,-0.168873463,0.169441256,-0.746015491,-1.047479712,0.119748582,-0.271732991,-1.170627195,NA,
226,562501,572501,567501,-0.068672661,-0.552017524,0.553138182,1.095157597,-0.477119453,0.145873281,0.096009522,-1.286581922,-1.389742413,0.202262099,0.025464249,-1.347908339,NA,
227,565001,575001,570001,NA,-0.505169648,0.561681986,0.831515145,-0.045208573,0.007659033,0.815309431,-1.179224049,-1.222665234,-0.131316643,-0.221125706,-1.242792712,NA,
228,567501,577501,572501,0.59158014,-0.497867088,-0.496052497,1.372891171,0.045478414,-0.452614607,0.375731837,-0.168504235,-1.041503763,-0.223934958,0.721095278,-1.312114083,NA,
229,570001,580001,575001,-0.389207848,-0.308283021,-0.611947575,1.256539543,-0.069213764,0.039587421,0.541808075,-0.810651623,-1.094442215,-0.302153882,0.247892989,-1.339827879,NA,
230,572501,582501,577501,-0.528065474,-0.33702272,-0.527227432,1.383312216,-0.230783546,-0.00265537,0.327722594,-0.937587214,-1.257569058,-0.336088455,-0.196674282,-1.272339886,NA,
231,575001,585001,580001,-0.640176923,-0.723964619,-0.440455185,1.417285567,-0.520623542,-0.065216998,0.27794515,-1.030493254,-1.338082214,-0.385417755,-0.669937669,-1.315810635,NA,
232,577501,587501,582501,-0.843067787,-0.649394131,-0.735277831,1.487192354,-0.609606112,0.003196554,0.312591986,-1.200434701,-1.525365646,-0.248023454,-1.211463113,-1.380257555,NA,
233,580001,590001,585001,-0.222343357,-0.992157482,-0.825819065,1.461110004,-0.688676017,-0.110966251,0.2714308,-1.323447975,-1.442403224,0.031347145,-1.332415186,-1.37828529,NA,
234,582501,592501,587501,0.26164772,-0.402100419,-1.07180254,1.421307176,-0.663090587,0.204583499,0.414081856,-1.582430821,-1.401578162,0.247493481,-1.609162773,-1.465673728,NA,
235,585001,595001,590001,0.433622511,0.288680499,-0.648658701,1.388896437,-0.51240521,0.359131775,0.371891784,-1.643915197,-1.196051829,0.498491366,-1.608276946,-1.437531172,NA,
236,587501,597501,592501,0.118755262,1.100240178,-0.444802886,0.591829439,-0.688539602,0.220418065,0.581248859,-1.7067104,-1.034666194,0.508166618,-1.514259047,-1.419611089,NA,
237,590001,600001,595001,-0.04246249,1.347504101,-0.404891368,-0.004588892,-0.859823266,-0.03168664,0.781691475,-1.736329548,-1.002859199,0.218747205,-1.668691112,-1.456169365,NA,
238,592501,602501,597501,-0.227812407,1.949741621,-0.283143645,-0.442402722,-1.200714783,-0.457081882,0.959776012,-1.73285719,-0.757350038,-0.112549043,-1.697950755,-1.315155516,NA,
239,595001,605001,600001,-0.326845134,2.662439628,-0.315103853,-1.109219932,-1.37080163,-0.721123719,1.220848963,-1.758978514,NA,-0.993152852,NA,NA,NA,
240,597501,607501,602501,-0.754451078,2.559797158,NA,-0.141932321,-1.277508942,-0.867497979,1.028243783,-1.33846397,-0.910042714,-0.672504017,0.140601748,-0.989797161,NA,
241,600001,610001,605001,0.179690564,0.878520905,0.162121393,0.880084342,-1.212875482,-0.609418376,0.636159374,-1.266516466,-1.48074738,0.068171041,-1.456891768,-1.07524455,NA,
242,602501,612501,607501,0.083378759,0.613109079,0.46931126,1.369022715,-0.609296001,-0.507244601,0.360675589,-1.056096414,-0.712429906,0.256036881,-1.624928793,-1.14528511,NA,
243,605001,615001,610001,0.083378759,0.091857861,0.46931126,1.563874593,-0.581722833,-0.431580671,0.172710014,-0.935685209,-0.945897799,0.240335285,-1.624928793,-1.256894731,NA,
244,607501,617501,612501,-0.070752309,-0.383992778,-0.109583558,1.879773595,-0.439606299,-0.10013837,0.054096267,-1.306998728,-1.023314426,-0.073474711,-1.653868485,-1.459568246,NA,
245,610001,620001,615001,-0.070752309,-0.429659608,-0.369923689,1.626010656,-0.303062857,-0.168165874,-0.107269851,-1.069789108,-0.728029419,-0.2152647,-1.373165246,-1.508649036,NA,
246,612501,622501,617501,-0.070038243,-0.276180744,-0.590233774,1.739242069,-0.479568921,-0.134811031,-0.095566787,-1.276480541,-1.102741476,-0.487582789,-1.335398014,-1.403901105,NA,
247,615001,625001,620001,-0.070038243,-0.342326347,-0.200741897,1.639706295,-0.456638946,-0.08204591,0.118262274,-1.260079435,-0.836397006,-0.066375621,-1.418318674,-1.364365212,NA,
248,617501,627501,622501,0.983989545,-0.406974765,0.221180054,1.694648308,-0.524797745,-0.011434819,0.555829064,-1.322871929,-0.916885139,0.113229762,-0.965443959,-1.1705847,NA,
249,620001,630001,625001,1.096660795,-0.306400093,0.411769884,2.196209754,-0.394672446,0.212016553,0.945733706,-1.436782497,-1.083978249,0.117684476,-1.197334371,-0.839962085,NA,
250,622501,632501,627501,0.957955538,-0.22819322,0.571987095,2.136824782,-0.226988773,0.394461714,0.978343917,-1.407844589,-1.139048636,0.399152742,-0.960702685,-1.259373281,NA,
251,625001,635001,630001,0.998943073,-0.231970124,0.458625131,2.188083148,-0.065494248,0.445435454,0.988203133,-1.597078413,-1.271485345,0.332324456,-1.132973978,-1.365709768,NA,
252,627501,637501,632501,1.000545108,-0.115265219,0.647548538,2.044530744,0.085042654,0.415305054,0.667460693,-1.606877662,-1.329686523,0.380101314,-1.6230695,-1.439766424,NA,
253,630001,640001,635001,0.389100875,-0.12416628,0.4911913,1.887651641,0.024454327,0.246549295,0.368714038,-1.634735989,-1.329000302,0.377619995,-0.927707441,-1.396904849,NA,
